severity,type,description,competition_slug,season,event_name,caption_name,score,count
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,90,
error,score_out_of_range,"Score 90 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,90,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Visual"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Vocal"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Vocal,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Percussion"",2018-dci-performers-showcase-venue-1,2018,"DCI Performers Showcase - Venue 1",Percussion,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,89.5,
error,score_out_of_range,"Score 89.5 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,89.5,
error,score_out_of_range,"Score 89.25 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,89.25,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Overall Impression"",2022-music-on-the-march,2022,"Music on the March",Overall Impression,89,
error,score_out_of_range,"Score 89 exceeds normal 0-20pt range for caption "Overall Impression"",2023-rotary-music-festival,2023,"Rotary Music Festival",Overall Impression,89,
error,score_out_of_range,"Score 88.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,88.75,
error,score_out_of_range,"Score 88.75 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,88.75,
error,score_out_of_range,"Score 88.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,88.5,
error,score_out_of_range,"Score 88.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,88.5,
error,score_out_of_range,"Score 88.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,88.5,
error,score_out_of_range,"Score 88.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,88.5,
error,score_out_of_range,"Score 88.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,88.5,
error,score_out_of_range,"Score 88.25 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,88.25,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Overall Impression"",2023-dci-broken-arrow,2023,"DCI Broken Arrow",Overall Impression,88,
error,score_out_of_range,"Score 88 exceeds normal 0-20pt range for caption "Visual Performance"",2023-whitewater-classic,2023,"Whitewater Classic",Visual Performance,88,
error,score_out_of_range,"Score 87.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,87.75,
error,score_out_of_range,"Score 87.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,87.75,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,87.5,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,87.5,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,87.5,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,87.5,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,87.5,
error,score_out_of_range,"Score 87.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,87.5,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Brass"",2018-dci-performers-showcase-venue-2,2018,"DCI Performers Showcase - Venue 2",Brass,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Music Performance"",2022-rotary-music-festival,2022,"Rotary Music Festival",Music Performance,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Overall Impression"",2022-rotary-music-festival,2022,"Rotary Music Festival",Overall Impression,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Music Performance"",2023-show-of-shows,2023,"Show of Shows",Music Performance,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Visual Performance"",2023-show-of-shows,2023,"Show of Shows",Visual Performance,87,
error,score_out_of_range,"Score 87 exceeds normal 0-20pt range for caption "Music Performance"",2023-whitewater-classic,2023,"Whitewater Classic",Music Performance,87,
error,score_out_of_range,"Score 86.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,86.75,
error,score_out_of_range,"Score 86.75 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,86.75,
error,score_out_of_range,"Score 86.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,86.5,
error,score_out_of_range,"Score 86.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,86.5,
error,score_out_of_range,"Score 86.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,86.5,
error,score_out_of_range,"Score 86.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,86.5,
error,score_out_of_range,"Score 86.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,86.5,
error,score_out_of_range,"Score 86.25 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,86.25,
error,score_out_of_range,"Score 86.25 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,86.25,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Brass"",2018-dci-performers-showcase-venue-1,2018,"DCI Performers Showcase - Venue 1",Brass,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Music Performance"",2022-river-city-rhapsody-la-crosse,2022,"River City Rhapsody - La Crosse",Music Performance,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Visual Performance"",2022-music-on-the-march,2022,"Music on the March",Visual Performance,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Music Performance"",2022-drums-on-parade,2022,"Drums on Parade",Music Performance,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Music Performance"",2023-dci-broken-arrow,2023,"DCI Broken Arrow",Music Performance,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Overall Impression"",2023-show-of-shows,2023,"Show of Shows",Overall Impression,86,
error,score_out_of_range,"Score 86 exceeds normal 0-20pt range for caption "Overall Impression"",2023-whitewater-classic,2023,"Whitewater Classic",Overall Impression,86,
error,score_out_of_range,"Score 85.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,85.5,
error,score_out_of_range,"Score 85.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,85.5,
error,score_out_of_range,"Score 85.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,85.5,
error,score_out_of_range,"Score 85.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,85.5,
error,score_out_of_range,"Score 85.5 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,85.5,
error,score_out_of_range,"Score 85.25 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,85.25,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2018-dci-performers-showcase-venue-3,2018,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Visual"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Overall Impression"",2022-river-city-rhapsody-la-crosse,2022,"River City Rhapsody - La Crosse",Overall Impression,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Visual Performance"",2023-dci-broken-arrow,2023,"DCI Broken Arrow",Visual Performance,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Music Performance"",2023-brass-impact,2023,"Brass Impact",Music Performance,85,
error,score_out_of_range,"Score 85 exceeds normal 0-20pt range for caption "Visual Performance"",2023-corps-encore,2023,"Corps Encore",Visual Performance,85,
error,score_out_of_range,"Score 84.8 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,84.8,
error,score_out_of_range,"Score 84.8 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,84.8,
error,score_out_of_range,"Score 84.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,84.75,
error,score_out_of_range,"Score 84.6 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,84.6,
error,score_out_of_range,"Score 84.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,84.5,
error,score_out_of_range,"Score 84 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,84,
error,score_out_of_range,"Score 84 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,84,
error,score_out_of_range,"Score 84 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,84,
error,score_out_of_range,"Score 84 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,84,
error,score_out_of_range,"Score 83.5 exceeds normal 0-20pt range for caption "Visual"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,83.5,
error,score_out_of_range,"Score 83.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,83.5,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Brass"",2018-dci-performers-showcase-venue-2,2018,"DCI Performers Showcase - Venue 2",Brass,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Woodwind"",2018-dci-performers-showcase-venue-2,2018,"DCI Performers Showcase - Venue 2",Woodwind,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Overall Impression"",2022-dci-denton,2022,"DCI Denton",Overall Impression,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Visual Performance"",2022-river-city-rhapsody-la-crosse,2022,"River City Rhapsody - La Crosse",Visual Performance,83,
error,score_out_of_range,"Score 83 exceeds normal 0-20pt range for caption "Overall Impression"",2022-drums-on-parade,2022,"Drums on Parade",Overall Impression,83,
error,score_out_of_range,"Score 82.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,82.5,
error,score_out_of_range,"Score 82.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,82.5,
error,score_out_of_range,"Score 82.5 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,82.5,
error,score_out_of_range,"Score 82.5 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,82.5,
error,score_out_of_range,"Score 82.5 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,82.5,
error,score_out_of_range,"Score 82.25 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,82.25,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Visual Performance"",2024-northwest-youth-music-games-boise,2024,"Northwest Youth Music Games Boise",Visual Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Visual Performance"",2022-march-on,2022,"March On!",Visual Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Visual Performance"",2022-rotary-music-festival,2022,"Rotary Music Festival",Visual Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Visual Performance"",2022-drums-on-parade,2022,"Drums on Parade",Visual Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Overall Impression"",2023-brass-impact,2023,"Brass Impact",Overall Impression,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Music Performance"",2023-drums-across-the-river-region,2023,"Drums Across the River Region",Music Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Music Performance"",2023-drums-on-the-chippewa,2023,"Drums on the Chippewa",Music Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Visual Performance"",2023-drums-on-the-chippewa,2023,"Drums on the Chippewa",Visual Performance,82,
error,score_out_of_range,"Score 82 exceeds normal 0-20pt range for caption "Overall Impression"",2023-drums-on-the-chippewa,2023,"Drums on the Chippewa",Overall Impression,82,
error,score_out_of_range,"Score 81.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,81.5,
error,score_out_of_range,"Score 81 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,81,
error,score_out_of_range,"Score 81 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,81,
